evaluation,normalized_target,original_target,model,scaler,reduction,rows,features,test_rows,mae_original,rmse_original,r2_original,relative_mae_original,include_benchmark_onehot,folds,mae_original_std,rmse_original_std,r2_original_std,relative_mae_original_std,groups
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_5,18,81,,7238.85069037105,7238.85069037105,0.0,0.2166039643565611,True,,4722.275609659604,4722.275609659604,,0.2136795068552014,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_5,18,81,5.0,7836.802890790025,8894.42027991436,0.6715100135514414,0.15090159376559645,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_5,18,81,,7096.247994400817,8482.190715382494,-0.7411416619987732,0.1751690884262823,True,5.0,1800.3126951798174,1784.235619517919,2.5470384444251826,0.04281545492449485,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_5,18,81,,7084.53349198258,7084.53349198258,0.0,0.19683782746704773,True,,4957.117961469035,4957.117961469035,,0.17940973973753419,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_5,18,81,5.0,3823.3962525232682,7167.972856009426,0.7866564361894517,0.07362142395864282,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_5,18,81,,6442.554216785249,8344.67612357163,-0.9403470575662924,0.16257103471774115,True,5.0,1256.3674120510966,908.7890962157219,2.6440907586023807,0.04513892649800229,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_5,18,81,,7470.583654353849,7470.583654353849,0.0,0.2995276521289985,True,,7407.699086908113,7407.699086908113,,0.5694716912297493,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_5,18,81,5.0,3912.5427190302044,7211.338019404467,0.7840672343814236,0.07533798415059016,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_5,18,81,,6467.464841757283,8359.929135713184,-0.9453535733688815,0.16305778733178283,True,5.0,1228.8381603089197,911.2638466442984,2.645767067817128,0.044416423024902923,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_5,18,81,,7559.9718257763525,7559.9718257763525,0.0,0.3071876406325006,True,,7660.092963321247,7660.092963321247,,0.599004307625813,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_5,18,81,5.0,4005.2731141048935,7257.918111760521,0.7812686823155447,0.07712355469540112,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_5,18,81,,6539.986930354981,8422.183876723187,-0.9543070952606103,0.16533151789043474,True,5.0,1156.1023427990108,893.7374758736844,2.6444926092637755,0.04602664572075572,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_5,18,81,,7732.824237789763,7732.824237789763,0.0,0.32211776707738377,True,,8176.7379568584365,8176.7379568584365,,0.6573949236596269,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_5,18,81,5.0,4812.138546286413,6594.049335553809,0.8194526054051272,0.09266015570059544,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_5,18,81,,6571.516895839544,8154.889783820491,-0.8346533490309233,0.16542247077242989,True,5.0,955.9705891107066,908.6910497360807,2.5659808137990283,0.0418391499115499,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_5,18,81,,7038.365313412664,7038.365313412664,0.0,0.24057042467795373,True,,5461.552979742758,5461.552979742758,,0.32592979378745063,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_5,18,81,5.0,4620.643226988175,6577.080137279213,0.8203806549978376,0.08897281670745627,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_5,18,81,,6559.281747943156,8176.7685359010475,-0.8512179452416453,0.16518437681924603,True,5.0,1026.3383364125998,893.3153713741596,2.568888418622297,0.042469486482535464,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_5,18,81,,7053.694374058072,7053.694374058072,0.0,0.2425312077954614,True,,5532.062632103304,5532.062632103304,,0.3323869299821824,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_5,18,81,5.0,4358.544166272435,6597.308120895374,0.8192741079270732,0.08392596704980412,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_5,18,81,,6538.218921303138,8214.52732641577,-0.8736565254365305,0.16477347109744403,True,5.0,1138.5720445676147,875.3760637411467,2.5722892574909606,0.04368486512256131,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_5,18,81,,7082.721070066663,7082.721070066663,0.0,0.2461161593537972,True,,5651.912155660494,5651.912155660494,,0.34482751132921485,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_5,18,81,5.0,7328.365074345628,8454.893117562731,0.7031732170986049,0.1411113670747699,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_5,18,81,,6880.068602874907,8340.456879740856,-0.6845706755102172,0.17036096695994624,True,5.0,1566.816353166118,1407.2949518536743,2.390024689140097,0.040641997090449904,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_5,18,81,,7232.76389820017,7232.76389820017,0.0,0.21194079908300004,True,,4701.104100994127,4701.104100994127,,0.20060960103888592,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_5,18,81,5.0,7225.487327217343,8364.497118811838,0.709486369826202,0.1391304041462628,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_5,18,81,,6806.117348698062,8252.379948819784,-0.6773719541930321,0.1688663132368521,True,5.0,1568.5522707981027,1438.0051923894282,2.4265709509789444,0.042292670208119006,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_5,18,81,,7193.444333867325,7193.444333867325,0.0,0.2158721422148162,True,,4617.7251425613085,4617.7251425613085,,0.2152116349737572,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.8,standard,select_k_5,18,81,5.0,7199.013002536415,8332.2782504455,0.7117200949466376,0.13862062766676056,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.8,standard,select_k_5,18,81,,6849.418383835995,8265.003572270503,-0.6977265655097378,0.16996818629463767,True,5.0,1568.7497284837566,1448.5269568928438,2.4722614095130684,0.042537142982918656,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.8,standard,select_k_5,18,81,,7357.504976198115,7357.504976198115,0.0,0.23175662352123438,True,,4619.889201649829,4619.889201649829,,0.2614231530188448,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.2,standard,select_k_5,18,81,5.0,7714.456356101073,8643.03578640951,0.6898159488263429,0.14854574950952132,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.2,standard,select_k_5,18,81,,7125.944575357792,8453.248750777857,-0.8449913398562326,0.1766989145316316,True,5.0,1871.4130144391684,1926.3575427955022,2.846584284038054,0.04839662895016568,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.2,standard,select_k_5,18,81,,6873.590469493426,6873.590469493426,0.0,0.19130499911050383,True,,5053.606641392502,5053.606641392502,,0.18333460014434774,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,select_k_5,18,81,5.0,7565.612215361313,8402.578807800775,0.7068350606542328,0.14567968047942018,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,select_k_5,18,81,,7132.516192140072,8431.898096405643,-0.9432491164173248,0.1778289576608188,True,5.0,1958.3948040292514,2072.121798950755,3.1199970090461955,0.05453342398107817,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.5,standard,select_k_5,18,81,,6765.775563230623,6765.775563230623,0.0,0.1903896251035352,True,,5113.639769283792,5113.639769283792,,0.18838158705330124,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,select_k_5,18,81,5.0,7331.61770210501,8114.555687674979,0.7265887808258387,0.1411739980634086,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,select_k_5,18,81,,7092.325041175053,8398.690373637324,-1.0628386276867565,0.17811002957437005,True,5.0,2138.7606818494332,2268.4575519049595,3.4462503935958133,0.06297069057275487,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a1.0_l10.8,standard,select_k_5,18,81,,6564.4381017905225,6564.4381017905225,0.0,0.18928734703940892,True,,5122.141643260441,5122.141643260441,,0.19342207780713302,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_matern,standard,select_k_5,18,81,5.0,10207.052330286588,19192.640283643956,-0.5295239745043672,0.19654194264592742,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_matern,standard,select_k_5,18,81,,7208.790888945162,9848.636938741854,-0.37915745741032525,0.1750877201057842,True,5.0,2788.0816075925613,6498.461621161913,1.0607825654423217,0.05124181822816877,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_matern,standard,select_k_5,18,81,,8832.620009773118,8832.620009773118,0.0,0.20906176835849957,True,,9780.236628878445,9780.236628878445,,0.18114772757385514,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_rbf,standard,select_k_5,18,81,5.0,14752.418486461218,20831.413864437865,-0.8018736566620903,0.284065261373395,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_rbf,standard,select_k_5,18,81,,10082.571285244145,12610.152110331797,-1.9656872717152354,0.2406786729754929,True,5.0,3378.293976155852,6197.147777713802,2.8557027384965097,0.03601480730088122,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_rbf,standard,select_k_5,18,81,,11609.720035498283,11609.720035498283,0.0,0.2754272669108712,True,,10793.402550226609,10793.402550226609,,0.1934810206572124,17.0
random_split,area_ratio,openroad_synth_chip_area,gpr_rq,standard,select_k_5,18,81,5.0,5501.9577939089195,8511.258631934774,0.6992023654406457,0.10594297336578838,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,gpr_rq,standard,select_k_5,18,81,,5847.701343501051,7693.428639151408,-0.17046338674279876,0.14708066101476508,True,5.0,846.066584815932,1212.634681141286,1.3677280404271024,0.04016976018674525,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,gpr_rq,standard,select_k_5,18,81,,6979.192396868459,6979.192396868459,0.0,0.191401944206244,True,,6014.689301652203,6014.689301652203,,0.19373736595562227,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a0.1,standard,select_k_10,18,81,5.0,10439.815498475546,12851.70663935554,0.3141826805583572,0.2010239148913851,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a0.1,standard,select_k_10,18,81,,8870.490255331893,10854.613872847174,-1.0872639180595716,0.21024620997204999,True,5.0,3789.910175556337,3767.8634904242676,1.777602670090229,0.061490185159283416,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a0.1,standard,select_k_10,18,81,,9046.460008533124,9046.460008533124,0.0,0.3019834794666613,True,,6041.748107084366,6041.748107084366,,0.36468314587268624,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_10,18,81,5.0,7961.602674466766,8318.943975860924,0.7126420342977975,0.15330467656873217,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_10,18,81,,7976.8321297267075,9089.896196668664,-0.6954101525441851,0.19440451962356614,True,5.0,2855.767744363054,3354.919010606822,1.7303145007352987,0.06003265700293285,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a1,standard,select_k_10,18,81,,9066.450602669865,9066.450602669865,0.0,0.2840039851135986,True,,7528.1001703292295,7528.1001703292295,,0.32940983275440544,17.0
random_split,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_10,18,81,5.0,8564.94824189911,9224.406240410017,0.6466836922835899,0.1649223998910768,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_10,18,81,,8391.536693277209,9904.878748316387,-0.998775468297693,0.2031019466443155,True,5.0,3711.250147303267,5427.255343665344,2.1855707534722923,0.07797177278910572,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,ridge_a10,standard,select_k_10,18,81,,8659.128982901739,8659.128982901739,0.0,0.25761316067239703,True,,8946.969069645455,8946.969069645455,,0.3665304481618444,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_10,18,81,5.0,16658.055763641467,20811.89866676429,-0.7984991906020262,0.3207592686456185,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_10,18,81,,10371.790925281792,12521.100160638047,-1.5855484138773221,0.24024421651832148,True,5.0,4874.074497793752,5254.792262434292,2.0637368875646205,0.06321985177146272,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.2,standard,select_k_10,18,81,,8933.572519730733,8933.572519730733,0.0,0.3093179060592574,True,,5972.903882901846,5972.903882901846,,0.4487380158909703,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_10,18,81,5.0,17135.055674239295,21543.062269327427,-0.9270887448803877,0.32994414259719534,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_10,18,81,,10065.054660694423,11889.9994397726,-1.5057216088086518,0.23246348826034713,True,5.0,5028.396923751823,5778.606803804831,2.268413196340974,0.06327522391397475,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.5,standard,select_k_10,18,81,,9098.10438959951,9098.10438959951,0.0,0.31673666772143155,True,,6085.454944080946,6085.454944080946,,0.4664192946643548,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_10,18,81,5.0,17779.551722528762,22859.287647574653,-1.1697626375633638,0.3423542391911528,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_10,18,81,,10462.219981522298,12294.31270552055,-1.7087526383917493,0.24060030998533838,True,5.0,5585.382128437649,6757.353794566398,2.4947093535587177,0.07351930143189324,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.001_l10.8,standard,select_k_10,18,81,,12824.326230183884,12824.326230183884,0.0,0.47186128019057216,True,,14977.309516232595,14977.309516232595,,0.7671050014907158,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_10,18,81,5.0,10040.113538684947,12136.078112270578,0.3884336694630178,0.19332745198372184,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_10,18,81,,8581.742584357129,10329.87353590515,-0.9549341755506268,0.2042151240406313,True,5.0,3492.7742017084975,3457.162533487369,1.7555871578454363,0.056859395120577284,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.2,standard,select_k_10,18,81,,9047.951986573622,9047.951986573622,0.0,0.30051312943779607,True,,6035.166973216632,6035.166973216632,,0.3564061063412785,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_10,18,81,5.0,10382.179702352212,12863.583391347425,0.3129145149946204,0.19991410855656183,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_10,18,81,,7967.537327957456,9392.845211517255,-0.7498817299558905,0.1891454899138493,True,5.0,3055.7234599435506,2914.4703657271216,1.8351948587495281,0.03740101981976225,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.5,standard,select_k_10,18,81,,8626.42436081952,8626.42436081952,0.0,0.29010508621719533,True,,5385.8674350377905,5385.8674350377905,,0.37654287016330046,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_10,18,81,5.0,11574.601629977677,14014.227236476398,0.18449777227812458,0.2228747944162502,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_10,18,81,,7928.978276082877,9316.277240707679,-0.7435380096679209,0.18793869450115733,True,5.0,3172.2691966046405,3164.419577327697,1.865606884921111,0.03850174558873299,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.01_l10.8,standard,select_k_10,18,81,,8705.6902815628,8705.6902815628,0.0,0.29407120828968536,True,,5408.160628270276,5408.160628270276,,0.3852846616054695,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_10,18,81,5.0,7896.724894633277,8240.3029813754,0.7180492839500502,0.15205542218358584,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_10,18,81,,7061.305755299165,7845.059450610432,-0.4276582249249599,0.17281499308489628,True,5.0,1809.4313898277576,1690.5612220451849,1.7694491992558716,0.03559125354608957,
groupkfold_by_benchmark,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.2,standard,select_k_10,18,81,,8223.520140054876,8223.520140054876,0.0,0.2515069561625843,True,,6157.135824594368,6157.135824594368,,0.2620945875978789,17.0
random_split,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_10,18,81,5.0,7825.142127872694,8167.669077602896,0.7229978701027064,0.15067705989211905,True,,,,,,
kfold,area_ratio,openroad_synth_chip_area,elasticnet_a0.1_l10.5,standard,select_k_10,18,81,,6912.919733486517,7749.005637484341,-0.3791044526782158,0.16912443284666026,True,5.0,1917.5074706156056,1683.7607140650314,1.6964241550932024,0.038065415875771356,
