experiment,evaluation,target,model,feature_set,reduction,scaler,benchmark_onehot,mae,rmse,r2,relative_mae,rows,features,normalized_target
feature_engineering,random_split,openroad_total_power,ridge,pca_5,pca_5,standard,,0.1077718457391333,0.1197522802866292,-14.666529983101713,,18.0,66.0,
feature_engineering,kfold,openroad_total_power,ridge,pca_5,pca_5,standard,,0.0764826251823361,0.0897249115527439,-789.672573384075,,18.0,66.0,
feature_engineering,random_split,openroad_total_power,random_forest,pca_5,pca_5,standard,,0.0521270661309523,0.0641094782002361,-3.4900348788868127,,18.0,66.0,
feature_engineering,kfold,openroad_total_power,random_forest,pca_5,pca_5,standard,,0.0418604338273809,0.0544462089124323,-134.48967699777268,,18.0,66.0,
feature_engineering,random_split,openroad_total_power,gradient_boosting,pca_5,pca_5,standard,,0.1278791448301922,0.1521845106619691,-24.301492179354334,,18.0,66.0,
feature_engineering,kfold,openroad_total_power,gradient_boosting,pca_5,pca_5,standard,,0.0492934583819308,0.0622592583670782,-11.205132542795624,,18.0,66.0,
feature_engineering,random_split,openroad_total_power,gaussian_process,pca_5,pca_5,standard,,0.0429044444901101,0.0609373333011991,-3.056692792575345,,18.0,66.0,
feature_engineering,kfold,openroad_total_power,gaussian_process,pca_5,pca_5,standard,,0.0398428558543267,0.0539519124801393,-135.86050733388888,,18.0,66.0,
feature_engineering,random_split,openroad_total_power,ridge,pca_10,pca_10,standard,,0.1031927130689651,0.1155196451739276,-13.578637019911527,,18.0,66.0,
feature_engineering,kfold,openroad_total_power,ridge,pca_10,pca_10,standard,,0.0647055596570256,0.0767334361764148,-333.54581403359066,,18.0,66.0,
feature_engineering,random_split,openroad_total_power,random_forest,pca_10,pca_10,standard,,0.0343907719801587,0.0394095395612529,-0.6967112997176432,,18.0,66.0,
feature_engineering,kfold,openroad_total_power,random_forest,pca_10,pca_10,standard,,0.0445909512440476,0.0577142595838125,-264.41696103889547,,18.0,66.0,
feature_engineering,random_split,openroad_total_power,gradient_boosting,pca_10,pca_10,standard,,0.1436209907143673,0.1712702181440675,-31.045638723577987,,18.0,66.0,
feature_engineering,kfold,openroad_total_power,gradient_boosting,pca_10,pca_10,standard,,0.0703142530762152,0.0900631278421833,-944.6411921371828,,18.0,66.0,
feature_engineering,random_split,openroad_total_power,gaussian_process,pca_10,pca_10,standard,,0.0242968783028405,0.0257800566828471,0.2739392393995582,,18.0,66.0,
feature_engineering,kfold,openroad_total_power,gaussian_process,pca_10,pca_10,standard,,0.0383745306137509,0.0487817052089629,-220.12963535833825,,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a0.1,raw,none,standard_or_log,True,6940.042871075081,8637.809202398861,0.690190982057349,0.133634027120621,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a0.1,raw,none,standard_or_log,True,15132.448543477358,19617.747229348217,-3.634577537478215,0.4525511615189984,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a0.1,raw,none,standard_or_log,True,10291.626716667286,10291.626716667286,0.0,0.3503102228938156,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a1,raw,none,standard_or_log,True,7015.522959719901,8783.71463758239,0.6796363171137645,0.1350874343113847,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a1,raw,none,standard_or_log,True,15075.129828931127,19508.09518583901,-3.551689883537938,0.4505479158962709,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a1,raw,none,standard_or_log,True,10231.527642274466,10231.527642274466,0.0,0.3488753705475667,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a10,raw,none,standard_or_log,True,7565.573273785184,9916.86630475842,0.5916469929783601,0.1456789306397236,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a10,raw,none,standard_or_log,True,14732.674006180914,18700.161499696307,-2.955453369131999,0.4377836523535726,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a10,raw,none,standard_or_log,True,9967.141203972682,9967.141203972682,0.0,0.3398405576801912,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.2,raw,none,standard_or_log,True,6747.693269224151,8543.132663073331,0.6969452173330296,0.1299302384858966,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.2,raw,none,standard_or_log,True,14557.70003103149,18267.79583024997,-3.0165554783877577,0.439050770937625,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.2,raw,none,standard_or_log,True,10108.52162055764,10108.52162055764,0.0,0.3351873686810959,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.5,raw,none,standard_or_log,True,4810.993740127492,5474.580462750455,0.8755518262495265,0.0926381118803869,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.5,raw,none,standard_or_log,True,12798.246825647451,15975.06896068223,-2.3844770714581816,0.3851683138812496,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.5,raw,none,standard_or_log,True,9090.141758708687,9090.141758708687,0.0,0.2958973877564425,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.001_l10.8,raw,none,standard_or_log,True,5898.743443969353,6974.871154438601,0.7979963484264341,0.1135832812581566,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.001_l10.8,raw,none,standard_or_log,True,24932.480178200814,33733.10896716539,-14.037070776034676,0.8007397208873375,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.001_l10.8,raw,none,standard_or_log,True,11931.622338879344,11931.622338879344,0.0,0.4055709475827097,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,none,standard_or_log,True,6940.980511437172,8639.405304440588,0.690076477909283,0.1336520818588848,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,none,standard_or_log,True,15131.431696917343,19615.75372863165,-3.633103956895548,0.4525088863007153,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.2,raw,none,standard_or_log,True,10289.265455614468,10289.265455614468,0.0,0.3502613862884165,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,none,standard_or_log,True,6939.895321528034,8636.3414136558,0.6902962623530327,0.1336311859796456,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,none,standard_or_log,True,15134.899398677057,19622.002719941596,-3.636984900243039,0.4526127175074029,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.5,raw,none,standard_or_log,True,10293.478325696116,10293.478325696116,0.0,0.3503663542268955,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,none,standard_or_log,True,6912.208717038074,8601.263497544838,0.6928069781144306,0.1330980664407578,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,none,standard_or_log,True,15129.327076466176,19622.53381882772,-3.644072898745015,0.4525289234890838,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.01_l10.8,raw,none,standard_or_log,True,10303.721913789925,10303.721913789925,0.0,0.3506998684324957,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,none,standard_or_log,True,7019.016888509847,8790.50374760461,0.679140894636008,0.1351547116731167,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,none,standard_or_log,True,15068.197559485609,19492.536528706063,-3.5389791353976228,0.4502538220724703,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.2,raw,none,standard_or_log,True,10211.604998750325,10211.604998750325,0.0,0.348373154354563,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,none,standard_or_log,True,6987.417057379942,8729.421267483973,0.6835845027057947,0.134546240980836,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,none,standard_or_log,True,15091.95859485023,19540.99137195194,-3.577233669899253,0.4511105724259943,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.5,raw,none,standard_or_log,True,10242.374201856745,10242.374201856745,0.0,0.3491722094504042,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,none,standard_or_log,True,6955.510527707294,8669.76075802293,0.6878947543941785,0.1339318646533683,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,none,standard_or_log,True,15119.255099523943,19596.03798792524,-3.6179808850678743,0.4520439514866542,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a0.1_l10.8,raw,none,standard_or_log,True,10280.016314303251,10280.016314303251,0.0,0.350153371637338,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,none,standard_or_log,True,7584.710692824197,9958.269204653854,0.5882301289214381,0.1460474312992133,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,none,standard_or_log,True,14686.266097789185,18590.19724814445,-2.887285758169587,0.4358568504851544,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.2,raw,none,standard_or_log,True,9920.04614013849,9920.04614013849,0.0,0.3375386488914283,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,none,standard_or_log,True,7388.455393747514,9535.959778776722,0.6224141918585595,0.1422684364937653,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,none,standard_or_log,True,14831.990624585977,18941.10465450644,-3.113018567466885,0.4412992827643697,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.5,raw,none,standard_or_log,True,9996.20516960608,9996.20516960608,0.0,0.3410785207023151,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,none,standard_or_log,True,7142.912198481416,9033.849485609528,0.6611304528502839,0.137540378378702,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,none,standard_or_log,True,14990.569179965689,19322.56946965081,-3.3989070120656577,0.4472822653344739,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,elasticnet_a1.0_l10.8,raw,none,standard_or_log,True,10121.65444882216,10121.65444882216,0.0,0.3459028111512727,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,pls_2,raw,none,standard_or_log,True,8448.542819459437,10400.273855024936,0.5508655256888735,0.1626809547489834,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,pls_2,raw,none,standard_or_log,True,17396.485518067144,21850.2584628678,-4.69377605525986,0.5244274848766024,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,pls_2,raw,none,standard_or_log,True,9718.26668715456,9718.26668715456,0.0,0.3285175673030571,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,pls_3,raw,none,standard_or_log,True,8765.344449989003,11654.53630053959,0.4360029411325501,0.1687811299888933,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,pls_3,raw,none,standard_or_log,True,16413.94913960722,21808.90548341697,-4.390603342029435,0.4900141183029137,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,pls_3,raw,none,standard_or_log,True,10585.140030781036,10585.140030781036,0.0,0.3667027721126872,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,pls_5,raw,none,standard_or_log,True,6902.721790559316,8589.485840827898,0.6936476771341996,0.1329153908847267,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,pls_5,raw,none,standard_or_log,True,14991.019519408635,19448.92761567384,-3.562922372041425,0.4495521504729595,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,pls_5,raw,none,standard_or_log,True,9929.57801114091,9929.57801114091,0.0,0.3445721372680768,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_matern,raw,none,standard_or_log,True,14230.73250965142,20256.83556563054,-0.7038448537968409,0.274019934670298,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_matern,raw,none,standard_or_log,True,11015.830410991326,13606.969449080809,-0.6892036750784124,0.298088097288259,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,gpr_matern,raw,none,standard_or_log,True,11559.625202994606,11559.625202994606,0.0,0.4044116599860049,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_rbf,raw,none,standard_or_log,True,14252.214605386203,20262.86542000063,-0.7048593721233773,0.2744335832625847,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_rbf,raw,none,standard_or_log,True,11020.674333122312,13610.193160813442,-0.6908974406924109,0.2981995186065618,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rbf,raw,none,standard_or_log,True,11566.338523854742,11566.338523854742,0.0,0.4045437499282199,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,gpr_rq,raw,none,standard_or_log,True,13659.558166535817,19035.53026342997,-0.5045852498205898,0.2630216845043463,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,gpr_rq,raw,none,standard_or_log,True,11424.8125708643,13848.585450912977,-0.926190430916761,0.3066307743812775,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,gpr_rq,raw,none,standard_or_log,True,8869.788103942858,8869.788103942858,0.0,0.3215128213252319,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a0.1,raw,select_k_5,standard_or_log,True,10193.51758055508,11479.641260884571,0.452803293795293,0.1962813242108123,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a0.1,raw,select_k_5,standard_or_log,True,9394.39078100636,9965.616907515898,-1.2219279453422172,0.2413490102195829,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a0.1,raw,select_k_5,standard_or_log,True,7552.968651622134,7552.968651622134,0.0,0.1977255718774735,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a1,raw,select_k_5,standard_or_log,True,10971.228871142415,12601.12044264233,0.3406664630930729,0.2112565475097228,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a1,raw,select_k_5,standard_or_log,True,9175.470147469556,9877.664432322485,-1.2032385672108976,0.2278305691179197,18.0,66.0,
rigorous_direct_target,groupkfold_by_benchmark,openroad_synth_chip_area,ridge_a1,raw,select_k_5,standard_or_log,True,8266.439170905125,8266.439170905125,0.0,0.2374549316834021,18.0,66.0,
rigorous_direct_target,random_split,openroad_synth_chip_area,ridge_a10,raw,select_k_5,standard_or_log,True,11474.759697357453,13804.221873457063,0.208755501355853,0.2209522876278332,18.0,66.0,
rigorous_direct_target,kfold,openroad_synth_chip_area,ridge_a10,raw,select_k_5,standard_or_log,True,8718.588439392845,9813.991721098111,-0.9988307011291389,0.2092203976591418,18.0,66.0,
